PC1,PC2
-0.19320537272156094,0.7819186989929118
-0.13109718581374227,0.8619309076161801
-0.28277553618398626,-0.6373398060173868
-0.18682555585880176,0.9494874451462998
-0.13804287176158825,0.5363149624099374
-0.19740080303474875,0.8075522727145756
-1.0510364143556938,0.4667775054574942
-0.7711992610098963,0.6832418871892079
-0.28032719705174713,0.3108853221539657
0.31348473182295,0.5233085479598127
0.8441499865832107,1.1388545900473244
1.3397679043538242,1.5781573213556523
1.3844149057218567,1.619107913536094
1.4203383369976692,1.5618731691912264
1.6459032818758896,0.828183226519032
1.6178949775679676,0.40042235094518636
0.9081437242455609,0.6774332095572783
0.8291082120255941,0.1924922254675326
0.4701658056537165,-0.43149385380315997
0.305201928094362,-0.6173007126720877
-0.06016007593951552,-0.6134282386161608
-0.1855896141927091,-0.8367236055332797
0.1334504009415745,-0.4523059432561479
0.08818883025327916,-0.8206771234260102
0.6830010386330857,0.756808765137655
0.4065645644550034,0.8042035398072075
0.19562738589265527,-0.03945322323429416
-0.2601320791813347,0.2530856243900477
-0.45735824061580266,-0.3346604804456245
-0.4886575969488085,0.21782193829317278
-1.22032984653042,-0.24423782088495655
-0.944133053161019,0.036036827069987
-0.3961977529396077,0.20928367660739788
0.131528298621491,0.30929857102790714
0.7424368791170722,0.5202789100453803
1.2736676459372713,1.1857890832767752
1.6166733229999974,1.3043337075732468
1.924741245709415,1.8218084856934682
2.0593024589783724,1.7202306242112078
2.102179233109048,1.5570222230968627
1.9000954462850668,1.4453534779288228
1.9694361512162277,0.6768384269763523
1.7941356342759862,1.2093671815446903
1.442978593261536,0.8371930306216013
1.084122827828492,0.9808797652233611
0.9215230093885324,1.0442622667708739
1.2614244898577156,1.0551166623442627
1.112755565260884,0.6797693965749251
1.111040602859943,0.7415266017572064
0.955624900286975,0.42962994712267266
-1.0552455663929272,0.4413794687899983
0.20465971090700297,-0.030670782908744445
-0.44401463058966195,-0.12222031628628326
-0.9306863728929127,-0.42279296875493755
-0.8866455067280639,-0.36169345582708756
-0.5169648911867655,-0.7122941009823216
-0.12978425931511886,-0.5419979213830651
0.06563849750832286,-0.019158077855474836
0.026576997080592555,-0.47523896433008017
0.4847706169362881,-1.1820534603320658
0.7776817855360744,-1.4280702284201843
0.7452311968093126,-1.7792686636743382
0.8041859509008378,0.24594963769501085
0.6724566196419184,-0.4659387947996259
0.5075863919192493,2.0248477368793885
-0.25511385234693384,1.495266900028156
-0.8638307941443056,1.5782556893546635
-1.5542078082853992,2.198193088914395
-1.3060777982052392,1.904255317421887
-1.4105674721151802,2.13000258713138
-1.461999686679828,2.4950222027214166
-1.391120169141605,1.5282629015960936
-1.5489964515685861,1.5808257475066843
-1.5289194569572067,0.9105761588502103
-0.42852657847124964,0.15339018990912856
-1.410248005950822,-0.501467538633938
-1.5009410514639165,0.641699006524178
-1.4073846626500666,1.7200299529445602
-1.2915307260312965,2.723166853925129
-1.4326432429071072,2.6593605391315345
-1.0511568995099727,3.105949042588063
-0.5418121506307474,3.33208361685607
-0.7094257901652423,2.6032935827108923
-0.6659813908725906,2.7880071159945405
-0.2511875437309531,3.0234561867117264
0.021022106694179653,2.8339366614914665
-0.004568080173240121,2.8303708978144173
0.28549578417021426,2.342376129562237
0.05015701682125506,2.2523377794569805
0.2512290164924276,1.8228453774544857
0.49070647432529046,1.5447252239625453
-0.013928410164240903,1.2121837672460773
0.05281864666253782,1.466415043753159
-0.4034280031909001,-0.508804528345835
-0.04774988055542475,-0.10439285785045302
-0.12343255947310637,-0.6777104152787498
-0.08708866068704153,0.4811699934919631
-0.10282163186981817,0.4543318646362489
-1.1257381828997208,-0.7165137854234574
-0.14864216403811864,1.119881954208918
-0.03676275759400843,1.9992729892863645
-0.24621443446973978,1.8730324930421076
-0.7621429704873749,1.4570592387532089
-0.7516615888441296,1.7946223930182699
-0.7537489347674656,1.4425573007645325
