Principal Component 1,Principal Component 2
-0.2125439408030427,0.44860781502785263
-0.15290108114052336,0.5032347933371332
-0.28489749801108,-0.8868020377890912
-0.2114223229383411,0.5543896536936878
-0.15866567117391964,0.144928487492934
-0.21917774481855476,0.4548837279326018
-1.0744830581820393,0.07004671906309684
-0.795800968590093,0.3248290205490493
-0.30418753844761437,-0.06613355917974793
0.28260037253599346,0.09559838686167413
0.8083272541337095,0.7352693023975028
1.2951336345231508,1.1238361840741746
1.3493825781587359,1.3561018150961899
1.3833740488450208,1.2596314856947088
1.618732399804037,0.5925477099093894
1.5845473351473343,-0.021885277578205197
0.8852307349192365,0.4452090362407913
0.8137502196582245,0.0043417297126094575
0.47607006639734023,-0.3532550910491553
0.31883441609887914,-0.43723323564691025
-0.048605787560237694,-0.4952527065182819
-0.17751250057678059,-0.8061838013294785
0.14289221031632404,-0.4371135181759712
0.10147109803159994,-0.7805577355132117
0.6924907526711811,1.0361842151912144
0.4165654368225288,1.0827565491187672
0.20300275582458163,0.035217256856896945
-0.25674639801043475,0.26039173382959796
-0.44655143089953053,-0.3063301902790085
-0.47267147314438435,0.4555613317243809
-1.2095986471220792,-0.04404236478489279
-0.9359399512889303,0.21670976169309553
-0.3908677762343873,0.36107556432852284
0.13862828688701154,0.5460389557870343
0.7479865150465205,0.8104980367278495
1.271498384472593,1.4877303322773905
1.6137824082564671,1.639385728539379
1.9197402068178249,2.232592362600997
2.04970163801087,2.0270389012820105
2.0951868864355236,1.8981225201937013
1.89855644559529,1.8550352925657625
1.9708445035175057,1.007371997625049
1.7939054687612555,1.5935592856584195
1.4479333186836274,1.2007495585424297
1.0886506330882626,1.3653109693534973
0.9232326825498443,1.3764032876980006
1.2664167494557264,1.3428771389515006
1.1159134522529945,0.8762976914731464
1.1168805263278614,0.9800260795287384
0.9625374279425338,0.6215519113362766
-1.0154691438372936,1.3078197238537947
0.21557376145660703,0.09160024397340294
-0.4441300870217507,-0.13933642544607253
-0.9261254325075766,-0.3712915143528141
-0.8767482386287475,-0.17978929082585285
-0.49272884661425387,-0.405763431145339
-0.10914301983272973,-0.23623454634170712
0.08001695763944545,0.27285339481139675
0.03346597367702459,-0.4118515450678692
0.4796674702089381,-1.4287313886064248
0.7886182942827582,-1.3989325728366493
0.7999101608866975,-0.995706099834929
0.7561335767190793,-0.5379982537416755
0.7197884911373981,0.39993542070189814
0.4521160894108174,1.393175276109055
-0.3025640839631225,0.937590935583536
-0.9106521800160046,1.123436000634978
-1.6101839713915604,1.6302694755768814
-1.3607768836366247,1.3045345615135155
-1.4625402304028452,1.5977867700188304
-1.5175478185922466,1.958673558771181
-1.4430602164720978,0.8666937909233953
-1.603196878461848,0.9319783404210982
-1.488703378322929,1.9090458667971195
-0.45374272541517713,-0.36063027976199563
-1.3611231283719853,0.3602507564554754
-1.4524127661860267,1.689801504733641
-1.46244634424924,1.0278418869042647
-1.3482118609919356,2.146368566391701
-1.4897225817658626,2.090145688782148
-1.1076254235641758,2.558966126411915
-0.5987410223617864,2.8448050359293657
-0.7613142506360301,2.064245028554242
-0.7189111916584592,2.2818232448505564
-0.3073271662386174,2.5135435277383045
-0.03219163400711576,2.3665777784509077
-0.05756853173282121,2.369255150373062
0.23856562326390507,1.9193005782281627
0.006265211260551179,1.851770450216416
0.2078850997987746,1.406109424737845
0.45127371797662,1.0570879045616857
-0.060001987334042786,0.6182038632230922
0.0011612541018439977,0.7990543481826757
-0.35539153487132635,0.3286747785088163
0.00021424860709431243,0.6981878214734161
-0.06933691282884269,0.15124225977026604
-0.12627114716790788,-0.2474633482850634
-0.13702083110152755,-0.18702449415941633
-1.126147606836591,-0.8835275577708374
-0.17449741549910314,0.7492640242569302
-0.07279691089961338,1.6070379411505096
-0.28481832521144207,1.4140044124083442
-0.799623116199131,1.0186824106612447
-0.7901636374980292,1.397004915003171
-0.7932100713267735,0.9643526942753391
-0.5274012063349496,1.4184837183075993
-0.5782219584035151,1.027433832473349
-0.5475475845885417,0.6194348279801474
-0.4289837747770389,0.15344950255648376
-0.4016405085575908,-0.6136940602517913
-0.1635581046620097,-0.9124006144810393
-0.11679142118890252,-1.1363776439083573
-0.05847071619614873,-0.7718999878509515
-0.06091091362043156,-0.8113796941573272
-0.2986998337086295,0.07290990472427063
-0.5496058639618441,-0.3452650429986156
-0.5433794366164048,-0.06925318807483243
-0.7370837531890577,-0.0791763492238897
-0.6606876536353748,0.4548173252828888
-0.49796644567428205,0.22328385795711755
-0.5470997688465659,0.4085038877227747
-0.6886893829099291,0.41748705606591363
-0.40328455919190426,-1.2418936411406005
-1.267096626660953,-0.663424831769934
-1.5116982138174722,-0.6878853994267473
-1.7011104006993027,-0.7671092999518572
-1.9844650097496026,-1.0168043077930449
-1.4129711806866787,-0.475141643097882
-0.8127165843017417,-0.15458971428518223
-0.15494078083402096,-0.13707235387344127
0.27250596136147454,0.4690740734521379
