ArrDelay
-3.0
0.0
43.0
-8.0
-16.0
5.0
-8.0
-3.0
-6.0
4.0
8.0
-18.0
31.0
4.0
-7.0
-10.0
2.0
-1.0
1.0
13.0
-3.0
13.0
80.0
11.0
-18.0
144.0
-16.0
-3.0
23.0
19.0
9.0
-5.0
6.0
6.0
-15.0
25.0
19.0
6.0
3.0
-6.0
-3.0
28.0
-18.0
-6.0
-20.0
8.0
5.0
10.0
3.0
1.0
-2.0
3.0
-3.0
40.0
3.0
0.0
14.0
-10.0
-8.0
-4.0
-2.0
-9.0
-7.0
1.0
138.0
3.0
0.0
-10.0
14.0
41.0
82.0
35.0
-8.0
31.0
-3.0
5.0
-14.0
1.0
1.0
-7.0
-9.0
2.0
-1.0
-9.0
7.0
-9.0
61.0
3.0
7.0
-18.0
36.0
-9.0
22.0
-15.0
-1.0
-15.0
-16.0
2.0
19.0
-3.0
-3.0
-10.0
-4.0
32.0
6.0
-4.0
32.0
-5.0
-7.0
-3.0
9.0
42.0
-6.0
-20.0
-8.0
24.0
-1.0
-17.0
3.0
-7.0
-5.0
9.0
-6.0
9.0
-21.0
14.0
-3.0
9.0
9.0
-3.0
-2.0
0.0
-24.0
2.0
28.0
-3.0
-2.0
-1.0
6.0
-8.0
12.0
0.0
3.0
-12.0
-8.0
12.0
4.0
-24.0
25.0
1.0
13.0
24.0
3.0
31.0
-19.0
2.0
-13.0
14.0
8.0
-14.0
8.0
14.0
-6.0
2.0
-3.0
3.0
-4.0
-6.0
2.0
114.0
-1.0
39.0
-3.0
42.0
32.0
27.0
-25.0
6.0
4.0
-1.0
-9.0
-8.0
1.0
47.0
-8.0
-3.0
-6.0
3.0
12.0
6.0
-3.0
445.0
-19.0
3.0
8.0
-8.0
9.0
15.0
-7.0
30.0
-16.0
-20.0
48.0
17.0
11.0
29.0
-5.0
4.0
-10.0
42.0
10.0
-14.0
-10.0
19.0
-3.0
-15.0
-10.0
-4.0
-9.0
85.0
1.0
10.0
4.0
12.0
6.0
-19.0
-7.0
-3.0
-10.0
47.0
-6.0
-14.0
-5.0
8.0
-16.0
5.0
-3.0
-6.0
25.0
7.0
-4.0
100.0
-22.0
-9.0
38.0
-21.0
-10.0
1.0
0.0
5.0
37.0
5.0
-6.0
-9.0
-26.0
-7.0
31.0
-20.0
-2.0
-2.0
-10.0
49.0
4.0
14.0
6.0
-4.0
0.0
-6.0
-7.0
120.0
0.0
29.0
-11.0
33.0
10.0
6.0
-6.0
20.0
-2.0
19.0
8.0
83.0
-13.0
-11.0
41.0
1.0
2.0
0.0
49.0
1.0
-1.0
7.0
-19.0
-6.0
-10.0
-5.0
-15.0
-1.0
-5.0
-3.0
-7.0
-7.0
-4.0
-2.0
14.0
5.0
18.0
1.0
36.0
-5.0
-9.0
12.0
-18.0
42.0
-27.0
4.0
86.0
-9.0
5.0
-10.0
-8.0
-10.0
-2.0
-8.0
-15.0
7.0
40.0
-15.0
17.0
18.0
11.0
-8.0
-6.0
1.0
-1.0
2.0
25.0
9.0
-3.0
32.0
41.0
18.0
0.0
92.0
100.0
42.0
2.0
1.0
15.0
13.0
-2.0
0.0
-1.0
-16.0
-3.0
2.0
9.0
6.0
-15.0
-4.0
6.0
-2.0
-7.0
0.0
-2.0
28.0
2.0
-5.0
-3.0
-2.0
2.0
-6.0
10.0
-9.0
56.0
10.0
18.0
8.0
-5.0
4.0
23.0
-16.0
4.0
0.0
66.0
43.0
-3.0
10.0
-8.0
23.0
-16.0
-36.0
13.0
1.0
-4.0
-12.0
-4.0
-11.0
4.0
-13.0
23.0
6.0
78.0
11.0
-18.0
29.0
96.0
10.0
-11.0
43.0
-2.0
-3.0
-10.0
-5.0
4.0
-13.0
-2.0
19.0
-4.0
-4.0
-2.0
28.0
-7.0
-17.0
-3.0
4.0
-2.0
7.0
1.0
19.0
0.0
5.0
5.0
21.0
-7.0
1.0
13.0
4.0
-1.0
3.0
14.0
-20.0
3.0
-2.0
-4.0
-16.0
10.0
-17.0
27.0
-7.0
89.0
-9.0
0.0
24.0
1.0
-4.0
4.0
-18.0
-11.0
39.0
70.0
-7.0
4.0
-11.0
58.0
-1.0
-9.0
32.0
-1.0
5.0
-10.0
-4.0
-18.0
-10.0
-15.0
-13.0
15.0
-12.0
8.0
-11.0
-16.0
-21.0
-4.0
-11.0
31.0
5.0
-9.0
3.0
0.0
-17.0
204.0
-7.0
-2.0
17.0
102.0
-8.0
-1.0
5.0
-13.0
-10.0
1.0
0.0
-6.0
-17.0
-10.0
-17.0
22.0
-7.0
18.0
32.0
-12.0
1.0
15.0
42.0
-5.0
-8.0
-3.0
-11.0
45.0
23.0
22.0
13.0
6.0
-18.0
8.0
-26.0
-2.0
23.0
6.0
17.0
-10.0
-2.0
8.0
-16.0
-5.0
-2.0
-30.0
-11.0
2.0
-8.0
-6.0
10.0
6.0
15.0
-2.0
-10.0
41.0
-7.0
80.0
55.0
-12.0
-4.0
19.0
101.0
14.0
-5.0
0.0
11.0
22.0
0.0
-9.0
-4.0
2.0
-6.0
0.0
-11.0
-9.0
-3.0
7.0
-19.0
6.0
-7.0
-8.0
-7.0
2.0
29.0
-7.0
11.0
-5.0
46.0
3.0
2.0
4.0
-5.0
21.0
5.0
2.0
13.0
-17.0
60.0
3.0
9.0
10.0
10.0
22.0
-12.0
6.0
-26.0
-1.0
1.0
-43.0
-7.0
3.0
-11.0
-4.0
3.0
-5.0
8.0
5.0
-3.0
14.0
0.0
-5.0
5.0
-8.0
16.0
-2.0
126.0
3.0
-1.0
-7.0
-7.0
-7.0
-5.0
-9.0
-20.0
-4.0
-10.0
-14.0
7.0
-13.0
-13.0
92.0
-8.0
-6.0
7.0
-5.0
-3.0
-1.0
76.0
-4.0
4.0
-7.0
3.0
3.0
41.0
-8.0
-14.0
198.0
-12.0
-16.0
-5.0
-21.0
-7.0
-7.0
-12.0
-6.0
-1.0
78.0
16.0
-15.0
125.0
14.0
-10.0
-9.0
10.0
7.0
5.0
5.0
-6.0
31.0
-3.0
-12.0
4.0
0.0
17.0
-4.0
-4.0
-12.0
2.0
2.0
9.0
-9.0
13.0
-8.0
-8.0
1.0
-12.0
-2.0
10.0
15.0
-13.0
-10.0
3.0
-2.0
91.0
-2.0
-1.0
-7.0
-1.0
7.0
55.0
-8.0
69.0
2.0
-11.0
5.0
3.0
-6.0
-10.0
60.0
8.0
4.0
3.0
-9.0
-11.0
0.0
37.0
-12.0
-12.0
5.0
0.0
-11.0
3.0
2.0
-9.0
6.0
-12.0
-10.0
14.0
4.0
45.0
0.0
23.0
-7.0
3.0
-4.0
-21.0
-11.0
2.0
-2.0
6.0
22.0
-4.0
1.0
-8.0
-5.0
14.0
23.0
-17.0
-7.0
-5.0
1.0
-12.0
17.0
103.0
-15.0
-11.0
-8.0
4.0
17.0
-6.0
-9.0
11.0
-3.0
-4.0
3.0
2.0
-4.0
-23.0
11.0
5.0
13.0
0.0
10.0
2.0
11.0
27.0
-13.0
-12.0
-7.0
-10.0
-4.0
30.0
-11.0
-16.0
-2.0
3.0
-3.0
-10.0
-8.0
-17.0
-16.0
8.0
-10.0
-1.0
4.0
3.0
-15.0
4.0
-17.0
20.0
-9.0
3.0
0.0
-4.0
-9.0
59.0
6.0
15.0
-4.0
24.0
0.0
-15.0
6.0
10.0
0.0
51.0
11.0
-11.0
-10.0
1.0
-19.0
13.0
16.0
16.0
32.0
22.0
34.0
34.0
17.0
0.0
58.0
-6.0
-6.0
-10.0
-8.0
-13.0
-20.0
-11.0
-3.0
-6.0
28.0
64.0
3.0
22.0
-13.0
-3.0
9.0
-11.0
58.0
12.0
-2.0
7.0
-9.0
-16.0
-6.0
0.0
0.0
0.0
28.0
4.0
2.0
-18.0
5.0
-14.0
3.0
5.0
-22.0
-5.0
-2.0
0.0
-1.0
-9.0
18.0
2.0
12.0
2.0
-19.0
-7.0
-7.0
8.0
19.0
-5.0
-7.0
54.0
13.0
-9.0
-13.0
31.0
-8.0
1.0
-13.0
16.0
-17.0
-18.0
4.0
-7.0
4.0
8.0
-4.0
-2.0
16.0
-10.0
7.0
20.0
-19.0
-2.0
-3.0
8.0
-3.0
-21.0
8.0
-6.0
22.0
34.0
-10.0
8.0
-12.0
1.0
5.0
-4.0
17.0
4.0
-21.0
126.0
161.0
-13.0
-2.0
1.0
31.0
-11.0
7.0
-6.0
23.0
25.0
5.0
14.0
4.0
18.0
3.0
-8.0
-4.0
-14.0
-6.0
3.0
1.0
-6.0
26.0
77.0
25.0
18.0
9.0
54.0
-17.0
-20.0
23.0
-8.0
2.0
-16.0
9.0
10.0
8.0
1.0
22.0
-5.0
-16.0
-14.0
14.0
9.0
-6.0
15.0
30.0
-5.0
17.0
-10.0
3.0
0.0
3.0
-10.0
-5.0
5.0
-10.0
-3.0
-19.0
3.0
49.0
5.0
-15.0
3.0
6.0
-6.0
-7.0
14.0
62.0
38.0
17.0
41.0
9.0
2.0
12.0
0.0
8.0
-18.0
-4.0
-7.0
66.0
90.0
41.0
2.0
2.0
0.0
0.0
2.0
-14.0
28.0
0.0
42.0
0.0
37.0
20.0
99.0
11.0
1.0
-16.0
4.0
2.0
-7.0
-2.0
7.0
6.0
13.0
-2.0
-5.0
-2.0
11.0
185.0
-6.0
-16.0
11.0
10.0
-3.0
38.0
10.0
31.0
0.0
1.0
-2.0
4.0
1.0
1.0
-7.0
19.0
18.0
20.0
62.0
-13.0
0.0
-9.0
-15.0
27.0
-13.0
34.0
-9.0
1.0
7.0
5.0
-17.0
-2.0
10.0
2.0
-27.0
-14.0
11.0
30.0
-4.0
19.0
-2.0
-2.0
-5.0
51.0
-6.0
13.0
4.0
22.0
15.0
76.0
-7.0
0.0
-7.0
-19.0
31.0
16.0
-11.0
-12.0
-7.0
11.0
-11.0
-12.0
6.0
-6.0
119.0
-11.0
-3.0
9.0
5.0
17.0
-32.0
3.0
-4.0
-9.0
24.0
23.0
7.0
18.0
-3.0
141.0
0.0
7.0
5.0
0.0
5.0
-5.0
-26.0
26.0
0.0
23.0
-1.0
3.0
0.0
-1.0
1.0
-5.0
-9.0
13.0
-4.0
5.0
0.0
-13.0
47.0
15.0
34.0
-17.0
84.0
5.0
16.0
-3.0
10.0
1.0
-4.0
-9.0
-2.0
18.0
-6.0
0.0
0.0
-6.0
22.0
7.0
-1.0
-7.0
-11.0
26.0
5.0
3.0
-9.0
-6.0
-8.0
-11.0
-11.0
-8.0
-8.0
44.0
8.0
-40.0
-21.0
5.0
72.0
-15.0
7.0
-7.0
-2.0
-11.0
-10.0
-5.0
-13.0
140.0
0.0
-4.0
9.0
-5.0
11.0
96.0
30.0
30.0
-5.0
-6.0
-3.0
-7.0
25.0
16.0
-4.0
12.0
12.0
-8.0
-7.0
46.0
-20.0
15.0
-5.0
-15.0
-16.0
10.0
-11.0
10.0
13.0
-8.0
-7.0
26.0
18.0
4.0
1.0
-3.0
194.0
70.0
-8.0
8.0
-2.0
-1.0
180.0
15.0
0.0
-4.0
3.0
-9.0
54.0
4.0
-9.0
8.0
-20.0
14.0
19.0
6.0
18.0
-10.0
9.0
-8.0
122.0
17.0
0.0
5.0
-7.0
-8.0
11.0
-16.0
9.0
22.0
3.0
-18.0
-11.0
4.0
29.0
4.0
-5.0
16.0
13.0
6.0
-12.0
-3.0
0.0
32.0
-6.0
-4.0
-4.0
5.0
-5.0
-3.0
-9.0
33.0
27.0
-20.0
-13.0
40.0
11.0
-9.0
6.0
28.0
-4.0
-6.0
81.0
-1.0
-9.0
-3.0
20.0
-10.0
11.0
25.0
-20.0
-12.0
10.0
68.0
9.0
6.0
-3.0
-14.0
17.0
-9.0
7.0
29.0
31.0
10.0
-13.0
-4.0
31.0
-3.0
-7.0
0.0
13.0
-3.0
-10.0
-9.0
-6.0
0.0
-6.0
-6.0
11.0
-10.0
0.0
-11.0
-3.0
-7.0
4.0
5.0
1.0
-13.0
-4.0
63.0
-2.0
-8.0
-15.0
6.0
66.0
1.0
2.0
47.0
-10.0
-9.0
2.0
32.0
-2.0
-2.0
3.0
-8.0
12.0
-15.0
13.0
34.0
48.0
-12.0
-3.0
27.0
-2.0
4.0
-6.0
0.0
20.0
22.0
-2.0
-1.0
1.0
-4.0
4.0
0.0
-10.0
-1.0
7.0
114.0
-2.0
7.0
25.0
-5.0
0.0
-17.0
4.0
-10.0
13.0
1.0
-7.0
-2.0
2.0
-12.0
130.0
-2.0
85.0
6.0
-30.0
25.0
-6.0
24.0
31.0
15.0
-5.0
-1.0
7.0
16.0
-1.0
-8.0
-20.0
-6.0
24.0
7.0
-17.0
21.0
-1.0
19.0
-10.0
0.0
-13.0
13.0
1.0
26.0
-11.0
3.0
-7.0
0.0
15.0
16.0
-12.0
67.0
12.0
11.0
1.0
-10.0
40.0
57.0
73.0
-9.0
-8.0
1.0
4.0
-6.0
56.0
11.0
-1.0
-16.0
-10.0
-5.0
-4.0
-1.0
-14.0
-5.0
-7.0
120.0
-4.0
-12.0
32.0
-8.0
-6.0
24.0
2.0
5.0
-5.0
-4.0
12.0
-14.0
-1.0
95.0
-12.0
46.0
-14.0
8.0
2.0
-5.0
5.0
-6.0
20.0
2.0
17.0
40.0
7.0
18.0
5.0
-4.0
-2.0
6.0
-16.0
7.0
3.0
-6.0
21.0
-1.0
-10.0
-13.0
15.0
6.0
14.0
-4.0
38.0
17.0
9.0
15.0
25.0
10.0
-7.0
-15.0
-11.0
6.0
6.0
18.0
6.0
-8.0
16.0
-2.0
77.0
-13.0
62.0
-14.0
8.0
53.0
10.0
-9.0
-10.0
44.0
-11.0
-5.0
22.0
-10.0
-8.0
-8.0
22.0
111.0
-6.0
-4.0
-6.0
100.0
-8.0
-14.0
57.0
9.0
1.0
2.0
-24.0
-11.0
6.0
-13.0
2.0
-3.0
-1.0
42.0
-2.0
-6.0
7.0
9.0
-3.0
0.0
-3.0
108.0
38.0
-2.0
2.0
16.0
-10.0
6.0
5.0
3.0
-2.0
9.0
-15.0
2.0
-2.0
7.0
1.0
42.0
6.0
-20.0
-1.0
-13.0
6.0
21.0
9.0
0.0
18.0
1.0
16.0
-9.0
11.0
10.0
234.0
-14.0
10.0
-3.0
13.0
-10.0
-26.0
4.0
-5.0
4.0
-5.0
-11.0
17.0
1.0
43.0
0.0
6.0
1.0
-4.0
0.0
-20.0
18.0
7.0
-4.0
11.0
4.0
7.0
-7.0
1.0
65.0
-4.0
2.0
5.0
-12.0
-8.0
-3.0
-26.0
28.0
-4.0
17.0
8.0
-12.0
1.0
4.0
-18.0
-10.0
-6.0
-2.0
-18.0
-5.0
23.0
-6.0
-5.0
3.0
-1.0
6.0
7.0
-16.0
3.0
39.0
2.0
-15.0
21.0
0.0
-17.0
0.0
-3.0
-4.0
0.0
2.0
9.0
-25.0
2.0
8.0
24.0
3.0
-6.0
-3.0
-14.0
38.0
2.0
-6.0
-5.0
26.0
-14.0
15.0
97.0
-7.0
-13.0
2.0
-10.0
8.0
-1.0
-6.0
0.0
-13.0
36.0
-12.0
-1.0
26.0
3.0
35.0
-16.0
-5.0
86.0
-7.0
-10.0
2.0
64.0
7.0
-4.0
34.0
52.0
35.0
11.0
-7.0
-2.0
3.0
-5.0
57.0
0.0
-15.0
20.0
-8.0
-17.0
129.0
12.0
-11.0
-6.0
-22.0
18.0
13.0
-6.0
-2.0
-15.0
-19.0
22.0
1.0
-16.0
-40.0
21.0
-1.0
-5.0
6.0
-2.0
36.0
4.0
-15.0
10.0
51.0
22.0
-11.0
-13.0
-7.0
-2.0
-7.0
16.0
3.0
-4.0
4.0
-3.0
-4.0
-4.0
9.0
28.0
18.0
14.0
9.0
-7.0
-2.0
16.0
19.0
40.0
93.0
-5.0
18.0
21.0
5.0
-4.0
5.0
56.0
0.0
-2.0
7.0
-13.0
1.0
10.0
118.0
10.0
24.0
12.0
-1.0
-2.0
-13.0
22.0
133.0
28.0
-18.0
14.0
14.0
-8.0
46.0
-19.0
12.0
12.0
-10.0
10.0
13.0
2.0
1.0
-4.0
11.0
-15.0
15.0
11.0
-6.0
1.0
98.0
10.0
-11.0
17.0
-3.0
-1.0
-7.0
-25.0
-11.0
45.0
-7.0
6.0
-1.0
-17.0
-5.0
-10.0
-10.0
-4.0
-14.0
0.0
11.0
11.0
-5.0
-1.0
82.0
19.0
-6.0
-9.0
-16.0
-11.0
-6.0
-18.0
54.0
-5.0
8.0
7.0
0.0
28.0
12.0
-15.0
-1.0
67.0
45.0
-6.0
-10.0
-5.0
27.0
-8.0
134.0
0.0
-12.0
-17.0
2.0
-17.0
-4.0
-2.0
23.0
-8.0
0.0
8.0
-3.0
-8.0
-4.0
29.0
-2.0
-2.0
-1.0
1.0
26.0
50.0
-8.0
35.0
63.0
-12.0
-11.0
4.0
14.0
59.0
0.0
-5.0
-2.0
-11.0
250.0
0.0
26.0
7.0
23.0
16.0
25.0
-1.0
-14.0
-9.0
-5.0
-15.0
0.0
-8.0
1.0
-3.0
-7.0
0.0
11.0
-20.0
-9.0
23.0
-11.0
18.0
-20.0
-16.0
92.0
-2.0
-17.0
-9.0
-8.0
-6.0
24.0
-23.0
-15.0
24.0
-5.0
-26.0
35.0
13.0
2.0
3.0
7.0
18.0
2.0
-23.0
-14.0
3.0
28.0
28.0
119.0
-12.0
5.0
2.0
-2.0
72.0
-5.0
6.0
-5.0
0.0
-7.0
14.0
-6.0
-7.0
0.0
0.0
-1.0
7.0
33.0
-19.0
-7.0
3.0
-3.0
3.0
-3.0
-3.0
47.0
-18.0
22.0
-17.0
9.0
29.0
188.0
-5.0
0.0
-15.0
-2.0
-2.0
1.0
11.0
6.0
10.0
-4.0
-6.0
-4.0
7.0
-12.0
0.0
0.0
-13.0
5.0
2.0
-2.0
-29.0
-2.0
6.0
10.0
-11.0
21.0
-12.0
12.0
23.0
-8.0
0.0
-4.0
-25.0
-10.0
13.0
3.0
-23.0
-7.0
17.0
-10.0
5.0
51.0
-23.0
-49.0
11.0
-4.0
43.0
-4.0
27.0
4.0
-6.0
12.0
-12.0
22.0
18.0
-2.0
-20.0
22.0
11.0
-1.0
9.0
2.0
-10.0
3.0
37.0
13.0
19.0
13.0
31.0
132.0
2.0
-13.0
-5.0
-4.0
-3.0
-5.0
-1.0
-6.0
-14.0
2.0
20.0
-8.0
-15.0
-6.0
-16.0
-5.0
-1.0
-25.0
3.0
-15.0
2.0
12.0
31.0
-8.0
2.0
22.0
18.0
10.0
-21.0
-2.0
6.0
-12.0
-6.0
-5.0
4.0
49.0
0.0
5.0
4.0
-10.0
11.0
32.0
8.0
-18.0
-8.0
0.0
-1.0
-3.0
24.0
-8.0
-14.0
-13.0
-9.0
13.0
-6.0
62.0
0.0
3.0
77.0
-7.0
11.0
2.0
-1.0
-8.0
27.0
-4.0
3.0
109.0
10.0
6.0
28.0
-4.0
-17.0
-2.0
3.0
-15.0
-8.0
-1.0
-1.0
6.0
-8.0
61.0
-2.0
-2.0
-5.0
9.0
-15.0
67.0
12.0
-19.0
-5.0
-15.0
7.0
0.0
-11.0
24.0
9.0
8.0
7.0
-2.0
23.0
-2.0
21.0
1.0
4.0
-15.0
207.0
93.0
134.0
5.0
-14.0
-10.0
16.0
4.0
-3.0
-7.0
-3.0
80.0
9.0
-7.0
9.0
2.0
26.0
1.0
-2.0
4.0
-2.0
-3.0
-18.0
-10.0
13.0
-5.0
-13.0
12.0
17.0
-2.0
15.0
-7.0
-9.0
-6.0
15.0
-13.0
-2.0
-12.0
2.0
16.0
1.0
-13.0
14.0
5.0
42.0
8.0
-3.0
-14.0
62.0
3.0
-6.0
-16.0
29.0
-17.0
-11.0
2.0
10.0
127.0
-7.0
-5.0
6.0
-6.0
-13.0
17.0
4.0
-12.0
7.0
1.0
-1.0
6.0
6.0
-15.0
23.0
-8.0
-15.0
-14.0
192.0
-6.0
-5.0
5.0
33.0
0.0
-8.0
-14.0
-4.0
-4.0
2.0
0.0
8.0
55.0
6.0
2.0
-3.0
6.0
-2.0
-26.0
-3.0
-8.0
26.0
243.0
43.0
-2.0
64.0
-8.0
4.0
0.0
6.0
-17.0
-2.0
-2.0
54.0
0.0
-12.0
159.0
10.0
-20.0
5.0
13.0
-14.0
0.0
8.0
18.0
12.0
-5.0
-3.0
17.0
-5.0
1.0
4.0
8.0
1.0
4.0
-9.0
31.0
202.0
-13.0
-8.0
13.0
-4.0
3.0
9.0
3.0
-2.0
0.0
-11.0
-10.0
1.0
-1.0
19.0
-18.0
1.0
8.0
3.0
33.0
-2.0
-2.0
8.0
1.0
-6.0
7.0
1.0
3.0
27.0
3.0
11.0
-10.0
29.0
2.0
10.0
-10.0
19.0
-7.0
-2.0
-2.0
89.0
-3.0
82.0
-9.0
2.0
18.0
104.0
20.0
57.0
5.0
0.0
-5.0
-1.0
3.0
-9.0
26.0
-16.0
-11.0
-4.0
7.0
-4.0
-2.0
2.0
-5.0
-19.0
-5.0
-9.0
-3.0
4.0
-6.0
38.0
-5.0
-12.0
-6.0
3.0
1.0
5.0
-12.0
-2.0
0.0
-6.0
5.0
-3.0
-18.0
18.0
-6.0
17.0
1.0
69.0
0.0
74.0
37.0
-9.0
-7.0
13.0
29.0
-4.0
31.0
73.0
54.0
-4.0
37.0
-4.0
7.0
-11.0
-2.0
74.0
32.0
-13.0
0.0
-4.0
4.0
-4.0
54.0
25.0
1.0
5.0
9.0
-6.0
16.0
40.0
-1.0
22.0
52.0
50.0
-14.0
47.0
2.0
0.0
-2.0
0.0
11.0
-2.0
6.0
9.0
-8.0
2.0
-3.0
7.0
-1.0
3.0
1.0
0.0
4.0
-18.0
-6.0
-5.0
1.0
13.0
5.0
-1.0
-13.0
-19.0
-3.0
-8.0
-3.0
3.0
22.0
4.0
4.0
68.0
-13.0
11.0
39.0
-1.0
25.0
-4.0
-2.0
0.0
-7.0
30.0
-17.0
-4.0
17.0
-29.0
-2.0
38.0
-3.0
20.0
25.0
9.0
-11.0
11.0
5.0
6.0
8.0
-5.0
-8.0
16.0
-26.0
-2.0
8.0
0.0
15.0
-1.0
-3.0
10.0
-13.0
-9.0
58.0
-20.0
-22.0
-7.0
34.0
-5.0
14.0
16.0
3.0
-12.0
12.0
-10.0
10.0
49.0
-9.0
-21.0
14.0
-23.0
-5.0
23.0
2.0
-14.0
12.0
35.0
5.0
-11.0
216.0
-4.0
-10.0
-1.0
-3.0
-16.0
57.0
0.0
21.0
60.0
-3.0
-1.0
0.0
-14.0
1.0
-33.0
84.0
15.0
-2.0
2.0
17.0
-5.0
0.0
31.0
4.0
18.0
-3.0
-16.0
0.0
-1.0
-10.0
-1.0
-12.0
-3.0
31.0
5.0
26.0
-10.0
-6.0
-1.0
-19.0
0.0
20.0
4.0
1.0
3.0
358.0
3.0
0.0
-18.0
10.0
-1.0
13.0
-5.0
-2.0
0.0
-8.0
49.0
-6.0
1.0
50.0
-3.0
8.0
-4.0
-8.0
-3.0
-8.0
-2.0
0.0
-6.0
121.0
-7.0
-17.0
8.0
3.0
-2.0
-6.0
-17.0
4.0
5.0
-14.0
-10.0
-11.0
2.0
-9.0
-16.0
-11.0
-2.0
-4.0
-8.0
-18.0
1.0
3.0
5.0
-1.0
-9.0
-8.0
2.0
0.0
18.0
11.0
8.0
-15.0
-13.0
1.0
2.0
-4.0
1.0
52.0
9.0
-8.0
-5.0
5.0
1.0
4.0
35.0
9.0
2.0
11.0
-6.0
-1.0
32.0
-1.0
0.0
-2.0
93.0
-6.0
0.0
11.0
-1.0
-9.0
-7.0
5.0
6.0
-8.0
89.0
1.0
16.0
16.0
-8.0
-18.0
-13.0
6.0
-3.0
-3.0
-1.0
-1.0
-13.0
24.0
8.0
10.0
-10.0
-1.0
-14.0
0.0
2.0
-9.0
-20.0
62.0
322.0
15.0
-8.0
8.0
-7.0
5.0
1.0
20.0
-1.0
-21.0
16.0
25.0
-8.0
12.0
-3.0
-15.0
-13.0
12.0
-6.0
7.0
-8.0
6.0
-6.0
-3.0
4.0
-19.0
18.0
9.0
-6.0
6.0
-11.0
20.0
-1.0
-27.0
0.0
-4.0
6.0
73.0
3.0
13.0
